gender,race,age,ses,gap_years,negotiation,zip,university_quality,skills,experience_years,education_level,screening_score,u_confounder,shortlisted
Male,Minority,49,-0.762977958600937,0.5408231491368624,0.6501578681546236,0.739,-2.0060079219105127,-1.7297255405362884,26.459176850863138,HighSchool,-0.5981814980130856,0.7468198607642406,0
Female,Majority,46,0.5617537461148834,0.7746739214459838,1.054707777060635,0.214,1.3779344849754291,0.27117343665816473,23.225326078554016,PhD,0.05349231283093775,0.6595594318782978,1
Female,Minority,55,-0.04459820925903843,1.2830392237938655,-0.2580805206192725,1.202,0.024672929035779455,0.5159819599814721,31.716960776206136,Bachelors,1.059781286683799,-0.14099903467320576,1
Female,Majority,26,1.6084612212395057,0.3392238326073155,-1.114861162068515,0.494,1.4078932180489954,1.7622521168571985,3.6607761673926844,PhD,0.4156456076637176,-0.6872569566347936,1
Male,Majority,31,-0.15779194323511883,0.18806546927247433,0.5561719835730057,0.142,-0.008711226264379502,1.3197024398573916,8.811934530727525,Masters,0.35082688193083655,0.024582120939776186,1
Male,Majority,45,-1.7271606875576264,0.37102919158984876,1.1927114514768027,0.022,-1.2853630604815067,0.24364635993203668,22.628970808410152,HighSchool,1.0274382837022618,-1.7206875500530123,1
Male,Minority,23,-0.27665643224131536,0.0,0.17039441745326678,0.995,-0.32275174025914544,-0.4592106195955149,1.0,Bachelors,-0.33396854936790354,-1.3384432150414223,0
Female,Majority,33,-1.080988361395948,0.3871805971120445,-0.4123392563861009,-0.184,-0.06642845809248708,-0.8967680525018061,10.612819402887956,HighSchool,-1.2990784034821161,0.821399594139533,0
Male,Majority,31,0.2757036317995384,0.049147442352844864,1.4580512000429584,-0.475,1.4630194001308965,1.031345632714004,8.950852557647154,Masters,-1.1760847846069316,-0.4927687948123542,1
Male,Majority,32,-0.7955924950762086,0.0,0.7977151679935977,-0.23,-0.2917581220972636,-0.26938167630073384,10.0,Masters,0.01944793943342707,0.385483933892715,1
Male,Majority,41,0.004098454718605382,0.0,-0.9246105490491081,-0.276,0.4571192852561754,-0.27363375169879117,19.0,Masters,0.21899334972761947,1.252592533070883,1
Male,Minority,30,-1.454730065059374,0.12061857016277293,-0.8639547085378907,1.066,-2.626670303653186,-2.9963870068172693,7.879381429837227,HighSchool,-1.2430630051009763,0.6679124924998421,0
Male,Majority,34,0.9858721747815831,0.0,-0.31399340830543837,0.137,0.6939518923561545,0.04019459481967677,12.0,PhD,0.5425251159247318,0.021189653318113826,1
Male,Minority,53,-0.5406050892384829,1.2710341129004599,-0.008560996244444159,1.358,-1.4836629789605753,-1.7025261195397128,29.72896588709954,HighSchool,-0.5466471481678086,2.187981864530712,1
Female,Minority,27,-0.7231382243041583,0.46025655137568167,-0.713702389772883,0.873,-1.5492546081487035,-1.326112456463868,4.539743448624319,HighSchool,-1.9626461560602735,0.6864987964126616,0
Male,Majority,45,-0.9268442269472809,0.04437374470987494,-0.2982020348360453,-0.418,0.5671151901778756,0.3002085873704822,22.955626255290124,Bachelors,0.4277589563846257,-0.36446034394198246,0
Male,Majority,53,0.7113142788341164,0.0,0.7862629140569671,0.086,1.1487624148986726,1.0872674207816286,31.0,Masters,1.899864017166224,0.7526967264568842,1
Male,Minority,42,1.1554641565139958,0.0,-0.4784961453496237,0.785,0.9899976584542481,0.3542110722345685,20.0,Masters,0.5802012433261681,0.419346493896769,0
Female,Minority,31,1.6512974688135855,0.886397633154266,0.4765545339383652,0.757,1.7169734791011175,2.3896828259104836,8.113602366845734,PhD,1.783231563660888,-0.8799859722813214,1
Female,Majority,49,0.2724136637239407,0.9428586816205999,-0.8844936999829512,-0.281,1.4796053415747437,2.017869630849434,26.0571413183794,Masters,1.2455148467830617,0.07501520407748195,1
Female,Majority,54,-1.2824082324737998,0.43227907863835535,-0.8537132644780459,0.082,-0.5374041774242803,-0.1497770933890816,31.567720921361644,HighSchool,0.2885031569667426,-0.16962420039136794,0
Male,Majority,41,0.4489128348129044,0.20683446741314582,0.6272241329277196,-0.052,0.2852344762951486,-0.41757647981576096,18.793165532586855,Masters,-0.507257449125653,-2.0215523437034415,0
Female,Majority,31,-1.180852097679776,0.9818919797772565,0.4824536451111645,-0.086,-0.04123649088695564,-0.06694848926901452,8.018108020222744,Masters,-0.4695243206059831,-0.17725145727058092,0
Male,Majority,30,-0.2057216459028028,0.094278115017369,-0.15056548375938947,-0.383,-0.004213922565460842,0.20651938076353593,7.905721884982631,PhD,0.6524249822580688,-0.29105534618990875,0
Female,Majority,51,-2.029615275257964,0.2762322341636714,0.2836000961545503,-0.115,-2.053298271810506,-2.3231941395603357,28.723767765836328,HighSchool,-1.1531007081287596,-0.45063933502457765,0
Male,Minority,51,0.8716843827626891,0.6104886198098126,0.12385408464975516,0.787,0.8198039797889611,1.1634651909956517,28.389511380190186,PhD,2.240675165273623,-1.691096798191634,1
Male,Minority,46,0.786050997613576,0.8300266971946534,-1.0614764425619359,1.561,0.43711110351188076,1.1230088545933556,23.169973302805346,PhD,1.0206709948367674,-0.3646500182510735,1
Male,Majority,26,-0.9277271765097819,0.40633170272001434,0.7967401837501559,-0.107,-0.9619975632397998,-0.7713833044729141,3.5936682972799856,Bachelors,-1.4183450930824977,-0.04080209072452791,0
Female,Minority,53,0.17349816365935103,0.6086671898014021,-1.0608241431647913,1.205,-0.8455286677079523,-0.6420718071051731,30.3913328101986,HighSchool,-0.27444361394871697,0.10479554070860274,0
Female,Majority,53,0.8113312216504535,0.26072547154055653,-0.19841336277802846,0.174,-1.149458333490915,-0.8753021929312775,30.739274528459443,Bachelors,-0.49365794987990663,-1.1673596004573077,0
Female,Majority,22,0.15210101159128933,1.2742894966563658,1.3049505907135315,-0.078,1.3015874888405143,1.5871371959274787,0.0,Bachelors,-0.016952160519266145,0.6502266590909276,1
Male,Minority,26,-0.9501993211090369,0.0,0.6283383176437609,1.297,-1.1412855974002802,-0.3515379861457846,4.0,HighSchool,-1.1938171495149623,-1.2496713584632424,0
Male,Majority,35,-0.12483624470275381,0.33006577286505356,-0.779152828592172,-0.3,0.4378838689050817,-0.034638843685927664,12.669934227134947,Bachelors,0.10158368546512848,-0.23004121509448516,1
Female,Minority,37,1.628555776494529,0.8737266978507732,-2.448430231020184,0.254,1.60206420284537,2.0758144204355578,14.126273302149226,PhD,1.0627661162534783,1.341658720456726,1
Male,Majority,25,-0.002421449398422374,0.0,-0.0843348531529692,-0.025,0.5523858391718408,-0.9806059983698653,3.0,Masters,-1.1255413300741077,-0.7117573020089456,0
Female,Majority,49,-0.21393690021825634,0.0,-1.114267460334775,-0.426,0.9240956254173722,0.1914726408453296,27.0,Masters,0.8643607159362852,-0.5250016779687878,1
Female,Majority,41,-0.7852383810745706,0.46692852106470917,-0.11702778933195751,-0.304,0.05182138438094555,-0.9294340179418231,18.53307147893529,Masters,-1.8564143008482479,1.1033530773375757,0
Male,Majority,43,-0.9490007594179247,0.4586017505551057,0.17257848794496006,-0.252,-0.9032704496128323,-1.4384713764717656,20.541398249444896,HighSchool,-0.4626101537238061,-0.3947134948174819,0
Female,Majority,54,1.214539027456306,0.0,0.37922892776613093,0.425,2.5039278631824593,1.310355894111695,32.0,PhD,1.7867011000276152,-0.3052563851455138,1
Male,Majority,26,0.10899506035650647,0.7717206215981984,-0.6247455636158588,0.228,-0.5315700575818774,-1.7369350679376743,3.2282793784018016,Masters,-2.00534677741964,0.22735868500971498,0
Female,Majority,40,-0.4835528706435403,0.5541505243666086,0.6072696882853479,0.066,-0.22574413555758924,0.33180801278161215,17.44584947563339,Bachelors,-0.016022824782397,1.0784191064946678,1
Male,Majority,25,0.5639592690929817,0.0,0.42398557497085937,0.024,0.07541230880372593,0.46998599021517207,3.0,Masters,0.4018684984842031,-2.2646259109564686,0
Female,Majority,50,-1.249979322129344,0.6021810215019047,-0.82395390863705,-0.258,-0.6859065227023662,-1.101532089785071,27.397818978498094,HighSchool,-1.4182234615852705,-0.8511711525341055,0
Female,Majority,38,-0.5358946330524799,1.1199108802380426,-0.2350071689663516,0.358,-0.613164207624981,-0.8039334036490996,14.880089119761957,HighSchool,0.5464707184648471,-1.0349134408139684,0
Female,Majority,34,0.21184825970843474,0.5986735391233511,-1.041707545776232,-0.434,1.1450117755834421,1.2693636168040163,11.40132646087665,Masters,-0.07324499083395915,-1.1144134810834543,1
Male,Minority,40,1.5624561558086663,0.0,-1.6756125489100455,0.612,0.7767320606861797,0.6839299705007581,18.0,PhD,1.3507644049472596,-0.8777834753447102,1
Female,Majority,32,-0.8295346513242146,0.6817435507288897,-0.5594233009055353,-0.237,0.4705975350093788,0.021079923497003324,9.31825644927111,Bachelors,-1.609644581265152,-0.8615483089052315,0
Male,Minority,26,-0.07088985489808715,0.0397959630671145,-0.043776869117231894,1.108,-0.7199454695310786,-0.12246634691256418,3.9602040369328857,Bachelors,-0.09362362910909398,0.3092160512002342,0
Male,Minority,27,0.39331686002121924,0.0,0.6432850043990261,0.988,-0.5138693335740123,0.016589962468446292,5.0,Bachelors,-0.11105393467180726,-0.9121276954716766,0
Male,Majority,45,-1.0103156149551649,0.17255049203996098,0.1607234439980234,0.12,-0.059342494038378074,0.8365111789776601,22.82744950796004,Bachelors,0.43919649732110694,0.12558427796144458,0
Female,Majority,46,0.7319039597377228,0.5860044051467429,0.21271775407605908,-0.352,-0.19896820700978277,0.43292899710551924,23.413995594853258,Masters,1.0433631581920026,0.41142057487189804,1
Female,Majority,36,-0.9560422356942611,0.8083555474096978,-2.1630622020477883,0.27,-0.47658333543877485,0.8816629229144847,13.191644452590301,HighSchool,0.7398077571844732,-0.7480531806818757,0
Female,Majority,33,-0.15380082089031172,0.3516623060025129,-1.3972780284668107,0.177,0.7118233364582934,0.19824472268743806,10.648337693997487,Masters,0.2887371141246508,0.1338761754133952,0
Female,Minority,40,-0.7199289238473832,0.5422115834077404,-0.39827412098937276,0.903,-0.9723802607446868,-0.709659949073176,17.45778841659226,HighSchool,-1.9280893759939548,1.6775191154460816,0
Male,Majority,49,2.3384474682609,0.2466431372442952,-0.6160237325687805,0.19,1.7393052383010839,1.7141328873983146,26.753356862755705,PhD,1.491767603113565,0.33005396421210825,1
Female,Majority,35,-1.81807256003752,0.7238056112484678,0.22641586460484497,0.297,-0.8293928156877405,-1.287724548956209,12.276194388751533,HighSchool,-1.617118456815488,-0.6529794238599105,0
Female,Majority,33,0.6110199866092827,0.34003676442238917,-1.7798429353288991,0.16,0.32293398927511713,0.48691147528639905,10.65996323557761,Bachelors,0.8888240643253669,-0.06652061107914677,1
Female,Minority,27,-0.029340166214043062,0.9417865666809947,-1.3543047803756072,0.572,-1.0013011025662746,-0.971948111568118,4.058213433319005,HighSchool,-1.6079443103439959,-0.9379420327921617,0
Female,Minority,54,1.4401262953483276,0.2602941615651532,-1.460131644232395,0.737,0.2879499224069428,0.7880003317746174,31.739705838434848,PhD,1.6689616764916597,0.27713621736140426,1
Female,Majority,54,1.5138467077014852,1.1015550191861054,-0.8236034185486824,0.471,-0.3163195472416534,-0.2585417122627996,30.898444980813895,Masters,-0.1327045274671596,0.8824491394473416,0
Male,Majority,40,-2.1200987013197063,0.3345739387647327,0.3197237066714835,0.258,-2.567612422352752,-1.8514609315903483,17.665426061235266,HighSchool,-1.4929221487339694,-0.8379442947522655,0
Female,Majority,27,-0.6102698656744568,1.447323497720069,-0.9657502363892745,0.011,0.4137747419924082,0.08598996535265574,3.552676502279931,Masters,-1.6662190082705919,-0.21394383528031954,0
Female,Majority,26,0.32064658469663576,0.3548064478644182,-2.2977561708166467,0.276,0.008981672443795101,-0.3076313013569522,3.6451935521355816,Masters,-1.6070537572089292,1.1372961410537146,1
Male,Minority,38,-0.19513068906303338,0.0,-0.04843321690681366,1.524,-1.150638445726108,-0.8078579736534074,16.0,HighSchool,-0.2135084762949147,-0.5084857091926813,0
Male,Majority,35,-0.8603004908559154,0.0,-1.195242843413966,-0.036,-0.10741760617286367,-0.5382445946104816,13.0,Bachelors,-0.3134990260579445,0.19210250301024473,0
Female,Minority,40,1.2006403459606556,0.39697608000435713,-0.01902895176380981,1.295,-0.31517786564217426,-0.6398594860164492,17.603023919995643,Masters,-0.56758811288305,-1.046130800054778,0
Male,Majority,45,0.5064179562664726,0.4977026632102869,-1.9853301980622189,-0.162,0.588008465030977,-0.1251685007543331,22.502297336789713,Masters,-0.007735262779831254,-0.8367857772429679,1
Female,Majority,32,-0.026945020667674548,0.811583602267921,-0.765411328519868,-0.183,-0.07602010654697171,-0.48253030779420947,9.188416397732079,Bachelors,-0.15041378415035492,-0.52346318956414,0
Male,Majority,32,0.23006814418886662,0.8992229285117442,0.3346299905268322,0.169,0.11566696657007881,0.18041145891436855,9.100777071488256,Bachelors,-1.2702676588751005,2.176320023214294,1
Male,Majority,32,0.28141756297954096,0.0,0.5495445983774205,-0.129,0.2459004036537444,0.988913254036349,10.0,Masters,0.4549554793263436,-0.40905014133652295,1
Female,Majority,36,-0.7468631320420797,1.0361377867362345,-0.8076872481935694,0.756,-1.6626662764818139,-1.7437371459251298,12.963862213263766,HighSchool,-2.7028854607927872,-0.5299586860696227,0
Female,Majority,24,1.7759218774122485,0.0749896326077687,0.7733644261255141,0.066,1.751439984112346,1.9438477078273546,1.9250103673922312,PhD,0.45845002498408643,-0.563193528477139,1
Male,Majority,27,0.754762208095042,0.0,0.9539765763190544,-0.353,1.6130098450743098,1.2932309892449363,5.0,PhD,0.8664590659059801,-0.16560235405827292,1
Female,Minority,22,1.2384821358948104,0.5361997087395469,0.09991330656331088,1.02,-0.4635026914920282,0.06535508992888704,0.0,Bachelors,-0.7624530816446348,0.6559301183529251,1
Female,Majority,41,0.1507893681001436,1.0163093644134351,-1.5342080713855242,0.322,0.6642896768097468,-0.00100720958522571,17.983690635586566,Masters,0.1659300871057927,0.18949043700352977,1
Male,Majority,47,0.8088897027336591,0.7139158067427481,-0.898752592072612,0.129,-0.3062501739364865,-0.15204132364230785,24.286084193257253,Masters,0.17611850456613695,2.0578146747003956,1
Female,Majority,50,-0.7052723498033042,0.9857831982078116,-1.14991556131718,-0.01,-0.23793124367493246,-0.5759878377094557,27.014216801792188,Masters,1.610475364115156,0.21379444673291043,1
Female,Majority,42,-0.6050992745716431,0.6881302186993289,0.7679946662660753,0.142,-0.9743134403518272,-1.3059909262854168,19.311869781300672,HighSchool,-0.4333269782246739,1.4474041493565695,1
Female,Majority,29,0.15832798355329938,0.6670993290561411,-0.3069681051894271,-0.239,0.007884874020198643,0.1354663356367367,6.332900670943859,Masters,-0.6890542757061331,0.2767111160248597,0
Female,Majority,51,-0.9275501071466814,0.23307289783915597,-0.3129226407639961,-0.193,-0.3390499470139386,0.0827580955675353,28.766927102160842,HighSchool,0.8833597668702781,0.6055814984474479,1
Male,Majority,39,1.205197570294922,0.0,-1.2882915218726556,-0.371,1.6896868836058039,1.0480713105269028,17.0,PhD,1.491441974816925,-1.4435999397133137,1
Male,Majority,35,1.360520037871265,0.0,-0.3818915042204997,0.229,1.4916957344368955,0.7107804259238297,13.0,PhD,0.6857770531280515,-0.12705944813917863,1
Male,Majority,35,-1.0482109615992443,0.4934930011365156,-0.0740074067092799,0.003,-1.5887953740587826,-1.5945679132677322,12.506506998863484,Bachelors,-0.8307459503646469,-0.06894774062879866,0
Male,Majority,42,0.023461329904383415,0.05665550392660581,-0.22468506553302617,-0.198,0.5525248995165435,0.37562862334004066,19.943344496073394,Bachelors,1.0002710630613587,-0.24295700689747154,1
Female,Minority,39,-0.08637401246683313,0.6866735039028118,-1.145610847824281,0.917,-1.384105621729927,-1.4985711407021627,16.31332649609719,Bachelors,-1.4282196281694508,-2.152878627190867,0
Female,Majority,33,0.5754867628602534,0.852895150318423,-1.3215320909900767,-0.717,1.1301733223240868,0.6782872544516797,10.147104849681577,PhD,-1.47635739217829,0.8806244618726567,0
Male,Majority,53,0.368929808384924,0.03761779283892097,-0.5171975812402752,0.119,0.854230214793021,0.4423095750451743,30.962382207161077,PhD,0.6167902044709869,-0.3871503296821815,1
Male,Majority,55,-1.099235936063289,0.0,1.516558706321508,-0.07,-1.161226852273216,-0.4980170879164475,33.0,HighSchool,1.0109234960831297,-0.4380713222463156,0
Male,Minority,26,-0.39580343989553074,0.0,-0.11852741801041156,0.728,-0.4604551864057244,0.41848428286327144,4.0,Bachelors,-0.6887357863156536,-0.25517146104015803,0
Female,Majority,24,1.8709613886854697,0.2728461663833183,-1.018871813724695,0.24,0.9778268962711886,0.895456952952607,1.7271538336166816,PhD,-0.5626881235707498,-0.22807918887443684,1
Male,Minority,55,0.6827031964930067,0.3154210292325638,-0.585271502463281,1.307,0.1677402665647771,-0.6160873804634989,32.68457897076743,Masters,1.5008592270535648,0.40709842078875075,0
Male,Majority,32,-0.008529964075055114,0.8510780974960797,-0.20115133325713985,-0.474,0.26446135080884775,-0.2755841293078766,9.14892190250392,Masters,0.2825891655729248,-1.2710322515652643,0
Female,Majority,37,-1.2134504568293007,0.0,-0.7345825988787672,0.415,-2.1658881684291114,-1.9446636832246478,15.0,HighSchool,-1.0241182312412054,-0.9310420569169968,0
Male,Majority,27,2.4861707751286977,0.11953141595193588,0.18625849881876072,0.263,1.4726367639202307,1.2947554699958064,4.880468584048064,PhD,0.5696110342975296,0.2906332958993996,1
Male,Majority,27,-0.30543610950166833,0.06285360228015947,-1.055318958556359,0.026,-0.22932998912492655,0.18908357312230537,4.93714639771984,Masters,0.3565908491017908,0.1455828113203634,0
Female,Majority,29,0.5115709347672469,0.7325572610555718,-0.9890158504517819,0.175,0.9230188253441107,0.06195340009942917,6.267442738944428,Bachelors,-0.7700658816636523,-0.37665480890873254,0
Male,Majority,52,0.8524104084009841,0.12201902266521644,-0.1401649596359073,0.134,-0.41324532449259377,-0.25431488064712926,29.877980977334783,Bachelors,0.3755563740795724,-0.5739124056409823,1
Female,Majority,31,0.04780629257440574,0.48225737330802326,-1.621468449807403,-0.12,0.24701789776747582,1.064054473606103,8.517742626691977,Bachelors,0.6168497053271819,-0.8344247031699268,0
Female,Majority,52,0.47861439767459457,0.9520160933849997,0.6782338767752101,0.108,-0.1780736363747485,0.1727863679065144,29.047983906615002,Masters,1.672518286195302,-0.0583551638956689,1
Female,Majority,48,-2.2017472434261887,0.4108059636511959,-1.3920202168687785,0.543,-1.3350437214044362,-0.9201829692142808,25.589194036348804,HighSchool,-0.7977111294027805,1.1807324731914441,0
Male,Minority,42,0.22688718924087165,0.0,-0.21942253859143304,0.759,-0.11168546948674238,-0.3746501258853275,20.0,Bachelors,-1.0016807528317662,-1.0580507513790518,0
Female,Majority,43,-1.7269439399487172,0.7601190570445596,-0.7663083301221004,-0.142,-0.9920805554097828,-0.9813634490814244,20.23988094295544,Bachelors,-0.0471925745469995,1.5233180466501626,0
Male,Majority,54,0.8115236722235892,0.5018471371421283,-0.5291289080636224,0.061,0.8084772238387811,0.2061524880870057,31.49815286285787,PhD,1.0807939243473117,0.8439814653804283,1
Male,Minority,27,-1.5873958131026573,0.0,-0.4383039164972149,1.063,-1.7250302329897218,-1.4577304295255016,5.0,HighSchool,-1.431601248689499,-0.45296373730993883,0
Female,Majority,27,0.0765794131859558,0.13910719641072689,-0.18351268373673035,0.355,0.27754805387146986,-0.31609758569246243,4.860892803589273,Masters,-0.43363843935159235,0.7830748754630861,1
Male,Minority,50,1.8507389069817561,0.0,-1.0951935465368867,1.067,0.9318953286495414,1.0600696969667815,28.0,PhD,2.002129053092281,-1.4659034168620872,1
Male,Majority,41,-0.8907452801646754,0.0815174197370936,-0.5714053397186001,-0.112,0.10197589323222864,0.3013399544513807,18.918482580262907,Bachelors,0.07154952535441671,-1.7315749451612408,0
Female,Minority,54,0.8592421700864982,0.04651017153200798,-0.5755767575588326,1.848,-0.34659582411370743,0.4358421769956585,31.95348982846799,PhD,0.16398540863761563,-1.2897822561511796,0
Female,Majority,33,-0.46162740876846564,0.17106475923350972,-0.7473230228145434,-0.003,-1.0924693879665124,-0.781741371565504,10.82893524076649,HighSchool,-0.9082808390404654,-0.4097464653141918,0
Male,Minority,31,-0.34430361860988845,0.7204543991145069,0.9973985956748803,0.844,-0.3545296731598487,-0.6019464354043915,8.279545600885493,Bachelors,-1.5636493814428774,-0.3254099689496813,0
Female,Majority,45,-0.5701096365812527,1.1756738463054472,0.4378712397629315,0.439,-0.22110334632351378,-0.6640276922644573,21.824326153694553,Bachelors,-0.32394936361112064,-0.51514241714267,0
Male,Majority,41,-0.45016604095769636,0.0,-0.24633326433298813,-0.291,-0.34333938450836093,0.04643642498461363,19.0,Bachelors,0.10769725535587883,0.09942269056475599,0
Male,Majority,22,1.0873352003023213,0.0,-0.2171403341564566,0.503,0.7291546507947141,0.3302303513916175,0.0,PhD,-0.09938429081455218,-2.1351539077186805,0
Male,Majority,42,0.4269363859483511,0.0,0.023694382850659335,-0.458,0.6472631913251741,-0.625330754637909,20.0,Masters,0.7397929542125624,0.4953494063515442,0
Male,Minority,53,-0.7577442980768335,0.8077997633892632,-0.5564759581331131,0.955,-1.6969012573174185,-0.6717867130415022,30.192200236610738,HighSchool,0.988171958721947,-1.4193005788923314,0
Male,Majority,49,0.18188809496814298,0.32527658043105884,-0.9689574734562912,0.029,-0.2534206310452151,0.17094735389052448,26.67472341956894,Bachelors,-0.7691559362539755,-0.6608506052253199,0
Female,Majority,24,-0.05856068355433618,0.17271698121010526,0.7434716696655792,-0.153,0.4064870044683179,0.1840807836818226,1.8272830187898947,HighSchool,-0.6777618311328389,-0.4128504662929992,0
Female,Majority,42,-0.5901249420594965,0.14250170938680495,-0.8088116566632693,-0.472,0.07813233545384396,-0.11420464661307571,19.857498290613194,Masters,1.1718181405779544,-1.156210636742483,1
Male,Majority,44,-0.3755592820452615,1.2055283239386074,-0.9238106198275086,-0.064,0.07458919754088746,0.41572056313196704,20.79447167606139,Bachelors,1.053219493696956,-1.3709996686375883,1
Male,Majority,32,0.51534582518608,0.47341647126492764,-0.7231475395567311,-0.571,0.5498543394644001,-0.027886295744167306,9.526583528735072,Masters,0.5289115034885045,-1.0060816652143074,0
Male,Majority,43,0.7191999499556634,0.0630429335521786,1.186810499968858,-0.016,1.164913889523709,-0.03762750089559551,20.93695706644782,PhD,0.28021472122439434,-0.0119236421411786,1
Male,Minority,51,0.6761116360556408,0.8132755845959823,-0.5927695550586186,1.12,-0.4848167835040533,0.7060821866956972,28.18672441540402,Bachelors,1.4092793930103324,0.5899821790594377,1
Male,Majority,50,0.9062440474752091,0.49558510250621407,-0.141406626943432,0.105,-0.15254806650768982,-0.5935710309314375,27.504414897493785,Masters,1.0067355609976232,0.5642351777039467,0
Female,Majority,34,0.23779640131055446,0.0,-1.2231530391074759,-0.276,0.04511469733807751,0.4009656462356132,12.0,HighSchool,0.38502679285717856,-0.9944910382704913,0
Female,Majority,34,0.6929262200489062,0.7476001594859908,0.021001111224364544,0.082,0.5104856949636873,0.4849565391797686,11.252399840514009,Masters,0.41187826578434433,-0.791577148211955,0
Female,Minority,35,1.0158164849095053,0.5820634070737736,-1.9084675430517104,0.824,0.7665616992552038,0.7943876180768628,12.417936592926226,Masters,-0.3973144660461505,-0.9206031646499282,1
Female,Majority,43,2.183437714882297,0.9416833818851681,-0.19114694586107256,0.288,1.7979356632796988,2.418465056823821,20.058316618114834,PhD,0.7282946464765739,0.44981231209647754,1
Male,Majority,49,0.3868515057408834,0.0,-0.18127685175340577,-0.439,1.4656755218919133,1.5360176839287993,27.0,PhD,2.3277309765867105,-2.037420180518552,1
Female,Minority,47,-0.07773148342171939,0.47212078007822245,-0.11744759176567682,1.436,-1.8906335965122532,-1.913057810339381,24.52787921992178,HighSchool,-1.3496176166917202,1.2383392605822288,1
Male,Minority,43,-0.7386018048403074,0.0,-0.9582844433841615,1.314,-2.273622495669422,-1.0202885017586414,21.0,HighSchool,-0.20766556931920305,-0.48480487528966326,0
Male,Majority,55,-0.8787026442524705,0.0544152219731743,1.4030379138338875,-0.083,-0.2450174091528268,-0.9906071117228561,32.94558477802683,Bachelors,0.902383180255336,-0.7835248638003831,1
Male,Majority,25,0.6957070499436885,0.0,0.326363079050696,-0.202,-0.9434294380761955,-0.5386383845939894,3.0,Bachelors,-0.7880457036030211,0.3394537959075636,0
Male,Majority,39,-1.457198242026562,0.0,-0.4296663278209775,0.526,-0.963683190334309,-1.363872085845275,17.0,HighSchool,0.3719656158690236,1.0326190551063525,0
Female,Minority,32,-0.12460048340486253,0.5800673394552556,-0.32468410069654297,0.929,-0.6240739376413041,-1.7651725245262881,9.419932660544745,HighSchool,-1.4122274997017303,0.34258325688492597,0
Female,Majority,35,-1.1653930557502263,1.6061887396004426,-0.32423961749112534,-0.095,-0.7552666745866414,-1.3297672176522883,11.393811260399557,HighSchool,-0.5430234550716901,1.0527444573186129,0
Male,Minority,34,1.1182418457581198,0.0,0.7085316354925796,1.243,-0.442570333486335,-0.3041755689235911,12.0,PhD,-0.24801818831103578,0.13435881665376626,0
Male,Minority,55,0.2909525979685908,0.0,-0.9186662317047477,0.897,-0.28664261052549694,0.9585995631251127,33.0,Bachelors,1.5863096477399272,1.2296386057077333,1
Male,Minority,45,0.572205669173102,0.7093134134652099,0.411787759942488,1.006,-0.6012059371746726,-0.5946221007281309,22.29068658653479,Masters,-0.5355716987430815,1.245160038618696,0
Female,Majority,26,0.31647356605068355,0.030784555494331234,-0.014910441170099376,0.214,0.32307975625606195,0.6758053031824393,3.969215444505669,Masters,0.16652390688866464,-0.09947878933206503,1
Female,Minority,30,0.5686516201026046,0.6796652310140877,-0.20267084898770088,1.282,-0.3653848740568343,-0.06435024865817814,7.320334768985912,Masters,-1.1454517481282627,1.4392058879269531,0
Female,Majority,27,-0.2539391681306751,0.9944366119779071,-1.449097346864774,0.564,0.2975336007095008,0.09724771804079135,4.005563388022093,Masters,-0.49731583255496126,0.16473370131349793,0
Male,Majority,52,1.2960150691158403,0.08177937714507788,0.9134900695636718,0.166,0.9398394793017619,1.7749155718582754,29.91822062285492,Masters,2.313416559077273,0.08689322030202752,1
Male,Minority,43,-1.511309364282415,0.0,0.3063396893383547,1.439,-1.9947215303452157,-1.9583152212052701,21.0,HighSchool,-0.38706805834805064,-0.9214736704473936,0
Male,Majority,43,-0.2241001508988685,0.24844161060214853,0.00385470169564868,0.023,0.8959657445311985,0.15242269950174778,20.75155838939785,Masters,0.4054725848885434,-0.28878000578719426,1
Male,Minority,34,-0.7289272433682248,0.1581211259220575,-0.5392063631883561,0.78,-1.3406809566072173,-0.8625800683538091,11.841878874077942,HighSchool,0.6845813421658108,0.7775827458435827,0
Female,Minority,53,1.0582864957490858,0.0,-0.4984816954662434,1.056,0.24442971601477284,-0.05010560410511723,31.0,Masters,0.23435770491783775,-1.3126469097364055,1
Male,Minority,45,2.3880594150880667,0.7365964740455674,-0.35465221967129396,0.451,2.517172186239404,1.8028280538219779,22.263403525954434,PhD,1.532244139227546,0.6496240093252744,1
Female,Minority,27,-0.21226794345848693,0.8805690282651073,0.2217694468804895,0.411,-0.5062387960662083,-0.275060140006986,4.119430971734893,Bachelors,-0.789163917511669,0.34861595126946426,1
Female,Minority,52,-1.5400869805935444,0.9885146766588095,-0.5071488920990058,1.09,-1.9745279932441961,-0.8390408890731639,29.01148532334119,HighSchool,-0.26332963138656507,0.2775614162501203,0
Female,Majority,36,0.07057924679790838,0.8022832832547948,-1.661102421379284,0.238,-0.5432985252414958,-1.037213656278395,13.197716716745205,HighSchool,-0.6888820189328934,-2.2064921954239676,0
Female,Majority,22,0.4246936567911886,0.504991329479762,-1.9723747174442412,-0.447,0.7176716783680519,-0.10509413473167781,0.0,Masters,-1.0812852059900513,-0.1032429196345987,0
Female,Minority,41,1.3861326378082672,1.5613169954775141,-0.9004439064521119,0.909,0.6689241284478012,0.4800338895123556,17.438683004522485,Masters,1.3057745440280915,0.648260007690957,0
