dataset,feature,PS
synthetic,screening_score,0.38879483938217163
synthetic,negotiation,0.38316610455513
synthetic,skills,0.11100170761346817
synthetic,gap_years,0.390910804271698
synthetic,experience_years,0.4105989634990692
synthetic,education_level,0.5003581047058105
synthetic,screening_score,0.7007573246955872
synthetic,negotiation,0.32034313678741455
synthetic,skills,0.6240268349647522
synthetic,gap_years,0.38340237736701965
synthetic,experience_years,0.8491078615188599
synthetic,education_level,0.7928321957588196
synthetic,screening_score,0.694839596748352
synthetic,negotiation,0.8176130652427673
synthetic,skills,0.7022310495376587
synthetic,gap_years,0.8033913969993591
synthetic,experience_years,0.6273002028465271
synthetic,education_level,0.37501779198646545
synthetic,screening_score,0.3673739731311798
synthetic,negotiation,0.4966627359390259
synthetic,skills,0.6680663228034973
synthetic,gap_years,0.48829811811447144
synthetic,experience_years,0.8079650402069092
synthetic,education_level,0.7063185572624207
synthetic,screening_score,0.5946916937828064
synthetic,negotiation,0.5412313938140869
synthetic,skills,0.6932706832885742
synthetic,gap_years,0.7007201313972473
synthetic,experience_years,0.2927778959274292
synthetic,education_level,0.23388496041297913
synthetic,screening_score,0.42653945088386536
synthetic,negotiation,0.21110670268535614
synthetic,skills,0.2025308758020401
synthetic,gap_years,0.21266986429691315
synthetic,experience_years,0.09377308934926987
synthetic,education_level,0.13510838150978088
synthetic,screening_score,0.20045176148414612
synthetic,negotiation,0.05901717767119408
synthetic,skills,0.16937705874443054
synthetic,gap_years,0.07077927887439728
synthetic,experience_years,0.0946672260761261
synthetic,education_level,0.22416673600673676
synthetic,screening_score,0.10532348603010178
synthetic,negotiation,0.08871761709451675
synthetic,skills,0.4498681128025055
synthetic,gap_years,0.07142835855484009
synthetic,experience_years,0.2386455237865448
synthetic,education_level,0.4430290162563324
synthetic,screening_score,0.23452456295490265
synthetic,negotiation,0.17856451869010925
synthetic,skills,0.20968282222747803
synthetic,gap_years,0.19190119206905365
synthetic,experience_years,0.23006020486354828
synthetic,education_level,0.2501973807811737
synthetic,screening_score,0.2955145239830017
synthetic,negotiation,0.1627761274576187
synthetic,skills,0.1606152504682541
synthetic,gap_years,0.17029044032096863
synthetic,experience_years,0.5763610005378723
synthetic,education_level,0.5479142069816589
synthetic,screening_score,0.46150752902030945
synthetic,negotiation,0.46150752902030945
synthetic,skills,0.44110333919525146
synthetic,gap_years,0.4937187135219574
synthetic,experience_years,0.4583267569541931
synthetic,education_level,0.48131024837493896
synthetic,screening_score,0.3411099314689636
synthetic,negotiation,0.35815203189849854
synthetic,skills,0.4092104136943817
synthetic,gap_years,0.35984015464782715
synthetic,experience_years,0.1522318422794342
synthetic,education_level,0.04567033052444458
synthetic,screening_score,0.19896307587623596
synthetic,negotiation,0.06205560266971588
synthetic,skills,0.5095042586326599
synthetic,gap_years,0.06491892784833908
synthetic,experience_years,0.21335311233997345
synthetic,education_level,0.09822823852300644
synthetic,screening_score,0.4345947206020355
synthetic,negotiation,0.18898645043373108
synthetic,skills,0.18305878341197968
synthetic,gap_years,0.1493997722864151
synthetic,experience_years,0.07695067673921585
synthetic,education_level,0.07026761025190353
synthetic,screening_score,0.07199553400278091
synthetic,negotiation,0.049529895186424255
synthetic,skills,0.10860045999288559
synthetic,gap_years,0.05609923228621483
synthetic,experience_years,0.12692168354988098
synthetic,education_level,0.07647810876369476
synthetic,screening_score,0.03644711896777153
synthetic,negotiation,0.09448235481977463
synthetic,skills,0.06201820448040962
synthetic,gap_years,0.10571150481700897
synthetic,experience_years,0.13925810158252716
synthetic,education_level,0.21332935988903046
synthetic,screening_score,0.2597982585430145
synthetic,negotiation,0.13087527453899384
synthetic,skills,0.44915035367012024
synthetic,gap_years,0.13578270375728607
synthetic,experience_years,0.20517906546592712
synthetic,education_level,0.13026155531406403
synthetic,screening_score,0.18696950376033783
synthetic,negotiation,0.13949403166770935
synthetic,skills,0.527764081954956
synthetic,gap_years,0.19508911669254303
synthetic,experience_years,0.3927847146987915
synthetic,education_level,0.1661308854818344
synthetic,screening_score,0.08110813796520233
synthetic,negotiation,0.2734682559967041
synthetic,skills,0.23769035935401917
synthetic,gap_years,0.24688391387462616
synthetic,experience_years,0.20392847061157227
synthetic,education_level,0.04906744137406349
synthetic,screening_score,0.22376614809036255
synthetic,negotiation,0.11201741546392441
synthetic,skills,0.148239865899086
synthetic,gap_years,0.08329756557941437
synthetic,experience_years,0.24061129987239838
synthetic,education_level,0.13504251837730408
synthetic,screening_score,0.35004642605781555
synthetic,negotiation,0.2150108367204666
synthetic,skills,0.4913782477378845
synthetic,gap_years,0.24231037497520447
synthetic,experience_years,0.6827927231788635
synthetic,education_level,0.6371623277664185
synthetic,screening_score,0.6868475675582886
synthetic,negotiation,0.669352650642395
synthetic,skills,0.6758933067321777
synthetic,gap_years,0.7172097563743591
synthetic,experience_years,0.6284700632095337
synthetic,education_level,0.5484689474105835
synthetic,screening_score,0.4567674994468689
synthetic,negotiation,0.433877557516098
synthetic,skills,0.43010231852531433
synthetic,gap_years,0.46942612528800964
synthetic,experience_years,0.8418998122215271
synthetic,education_level,0.8046432733535767
synthetic,screening_score,0.8330663442611694
synthetic,negotiation,0.8046432733535767
synthetic,skills,0.8177323341369629
synthetic,gap_years,0.7972562313079834
synthetic,experience_years,0.6973567605018616
synthetic,education_level,0.5742732286453247
synthetic,screening_score,0.35940009355545044
synthetic,negotiation,0.5840487480163574
synthetic,skills,0.2868063151836395
synthetic,gap_years,0.5412430763244629
synthetic,experience_years,0.13464364409446716
synthetic,education_level,0.06788717210292816
synthetic,screening_score,0.11635712534189224
synthetic,negotiation,0.1128009632229805
synthetic,skills,0.16681255400180817
synthetic,gap_years,0.11159846186637878
synthetic,experience_years,0.6724677085876465
synthetic,education_level,0.6570378541946411
synthetic,screening_score,0.6648266911506653
synthetic,negotiation,0.5534147620201111
synthetic,skills,0.5845809578895569
synthetic,gap_years,0.5902801156044006
synthetic,experience_years,0.1613737940788269
synthetic,education_level,0.17031773924827576
synthetic,screening_score,0.10724914073944092
synthetic,negotiation,0.12366726994514465
synthetic,skills,0.19382096827030182
synthetic,gap_years,0.07399030774831772
synthetic,experience_years,0.7533696293830872
synthetic,education_level,0.6118724346160889
synthetic,screening_score,0.6467291116714478
synthetic,negotiation,0.7192336916923523
synthetic,skills,0.6030112504959106
synthetic,gap_years,0.6136136054992676
synthetic,experience_years,0.14437195658683777
synthetic,education_level,0.09465108066797256
synthetic,screening_score,0.14273793995380402
synthetic,negotiation,0.1488322615623474
synthetic,skills,0.35141512751579285
synthetic,gap_years,0.14074601233005524
synthetic,experience_years,0.5407214164733887
synthetic,education_level,0.4173770844936371
synthetic,screening_score,0.49026885628700256
synthetic,negotiation,0.48574182391166687
synthetic,skills,0.43171465396881104
synthetic,gap_years,0.4868341386318207
synthetic,experience_years,0.2026505172252655
synthetic,education_level,0.12940137088298798
synthetic,screening_score,0.3819652497768402
synthetic,negotiation,0.19016067683696747
synthetic,skills,0.2593109607696533
synthetic,gap_years,0.17608633637428284
synthetic,experience_years,0.08422281593084335
synthetic,education_level,0.08167147636413574
synthetic,screening_score,0.008728353306651115
synthetic,negotiation,0.05738521367311478
synthetic,skills,0.002513010986149311
synthetic,gap_years,0.06080125272274017
synthetic,experience_years,0.42929211258888245
synthetic,education_level,0.27727505564689636
synthetic,screening_score,0.4990588426589966
synthetic,negotiation,0.27240249514579773
synthetic,skills,0.13094274699687958
synthetic,gap_years,0.36180710792541504
synthetic,experience_years,0.17313654720783234
synthetic,education_level,0.3090071380138397
synthetic,screening_score,0.2720392942428589
synthetic,negotiation,0.1173599436879158
synthetic,skills,0.41661202907562256
synthetic,gap_years,0.11337175965309143
synthetic,experience_years,0.648452639579773
synthetic,education_level,0.6819708347320557
synthetic,screening_score,0.5537301301956177
synthetic,negotiation,0.5640420317649841
synthetic,skills,0.5603967905044556
synthetic,gap_years,0.5553036332130432
synthetic,experience_years,0.05249566212296486
synthetic,education_level,0.04370946064591408
synthetic,screening_score,0.09727397561073303
synthetic,negotiation,0.04190656915307045
synthetic,skills,0.13655582070350647
synthetic,gap_years,0.038145262748003006
synthetic,experience_years,0.14079156517982483
synthetic,education_level,0.10234993696212769
synthetic,screening_score,0.18562710285186768
synthetic,negotiation,0.03872276470065117
synthetic,skills,0.39319679141044617
synthetic,gap_years,0.1095619946718216
synthetic,experience_years,0.19312722980976105
synthetic,education_level,0.05101925507187843
synthetic,screening_score,0.0045688520185649395
synthetic,negotiation,0.09908692538738251
synthetic,skills,0.10108272731304169
synthetic,gap_years,0.10073953121900558
synthetic,experience_years,0.23861180245876312
synthetic,education_level,0.11779113858938217
synthetic,screening_score,0.22776955366134644
synthetic,negotiation,0.3352937698364258
synthetic,skills,0.34660375118255615
synthetic,gap_years,0.2071174532175064
synthetic,experience_years,0.6346819996833801
synthetic,education_level,0.41278597712516785
synthetic,screening_score,0.42838093638420105
synthetic,negotiation,0.38436606526374817
synthetic,skills,0.681786835193634
synthetic,gap_years,0.4635835886001587
synthetic,experience_years,0.38503211736679077
synthetic,education_level,0.46472594141960144
synthetic,screening_score,0.30221793055534363
synthetic,negotiation,0.363599568605423
synthetic,skills,0.24110646545886993
synthetic,gap_years,0.3976738154888153
synthetic,experience_years,0.5471837520599365
synthetic,education_level,0.37533149123191833
synthetic,screening_score,0.26666945219039917
synthetic,negotiation,0.27065253257751465
synthetic,skills,0.28073257207870483
synthetic,gap_years,0.3073866367340088
synthetic,experience_years,0.2827364206314087
synthetic,education_level,0.1798684149980545
synthetic,screening_score,0.2432626485824585
synthetic,negotiation,0.21984688937664032
synthetic,skills,0.163885235786438
synthetic,gap_years,0.22055283188819885
synthetic,experience_years,0.1474994570016861
synthetic,education_level,0.10688942670822144
synthetic,screening_score,0.2943534553050995
synthetic,negotiation,0.08667643368244171
synthetic,skills,0.5832394361495972
synthetic,gap_years,0.07981815189123154
synthetic,experience_years,0.3666391968727112
synthetic,education_level,0.5636846423149109
synthetic,screening_score,0.6656150817871094
synthetic,negotiation,0.4015761911869049
synthetic,skills,0.7563168406486511
synthetic,gap_years,0.32132190465927124
synthetic,experience_years,0.5586853623390198
synthetic,education_level,0.3535692095756531
synthetic,screening_score,0.5698131918907166
synthetic,negotiation,0.5352407693862915
synthetic,skills,0.5186190605163574
synthetic,gap_years,0.5325392484664917
synthetic,experience_years,0.5832851529121399
synthetic,education_level,0.4107022285461426
synthetic,screening_score,0.47882238030433655
synthetic,negotiation,0.5689001679420471
synthetic,skills,0.29587119817733765
synthetic,gap_years,0.5448657870292664
synthetic,experience_years,0.24061129987239838
synthetic,education_level,0.1309799998998642
synthetic,screening_score,0.47292983531951904
synthetic,negotiation,0.202546626329422
synthetic,skills,0.5191429853439331
synthetic,gap_years,0.2592533826828003
synthetic,experience_years,0.7566002607345581
synthetic,education_level,0.6076561212539673
synthetic,screening_score,0.6849589347839355
synthetic,negotiation,0.6440268754959106
synthetic,skills,0.5452523231506348
synthetic,gap_years,0.6856127977371216
synthetic,experience_years,0.10000396519899368
synthetic,education_level,0.0610802136361599
synthetic,screening_score,0.09878088533878326
synthetic,negotiation,0.13289013504981995
synthetic,skills,0.1791907250881195
synthetic,gap_years,0.1375422477722168
synthetic,experience_years,0.08111567795276642
synthetic,education_level,0.07732244580984116
synthetic,screening_score,0.043347664177417755
synthetic,negotiation,0.044450778514146805
synthetic,skills,0.07047557085752487
synthetic,gap_years,0.04092509299516678
synthetic,experience_years,0.4066428244113922
synthetic,education_level,0.4398144781589508
synthetic,screening_score,0.4466298818588257
synthetic,negotiation,0.29172244668006897
synthetic,skills,0.3638400435447693
synthetic,gap_years,0.3704797029495239
synthetic,experience_years,0.08880418539047241
synthetic,education_level,0.08552438765764236
synthetic,screening_score,0.04991944134235382
synthetic,negotiation,0.050144828855991364
synthetic,skills,0.02458244562149048
synthetic,gap_years,0.0497683547437191
synthetic,experience_years,0.4759150445461273
synthetic,education_level,0.41136881709098816
synthetic,screening_score,0.21986670792102814
synthetic,negotiation,0.25854435563087463
synthetic,skills,0.1126013994216919
synthetic,gap_years,0.257805198431015
synthetic,experience_years,0.47692787647247314
synthetic,education_level,0.33372747898101807
synthetic,screening_score,0.2284460961818695
synthetic,negotiation,0.3465608060359955
synthetic,skills,0.1657707393169403
synthetic,gap_years,0.4289647936820984
synthetic,experience_years,0.14918258786201477
synthetic,education_level,0.07466667145490646
synthetic,screening_score,0.08693508803844452
synthetic,negotiation,0.07313703000545502
synthetic,skills,0.14277279376983643
synthetic,gap_years,0.09261918812990189
synthetic,experience_years,0.14666840434074402
synthetic,education_level,0.18696361780166626
synthetic,screening_score,0.14498718082904816
synthetic,negotiation,0.12291380017995834
synthetic,skills,0.09451849013566971
synthetic,gap_years,0.13807052373886108
synthetic,experience_years,0.2250559777021408
synthetic,education_level,0.3568727374076843
synthetic,screening_score,0.20082096755504608
synthetic,negotiation,0.21910017728805542
synthetic,skills,0.17375154793262482
synthetic,gap_years,0.21553269028663635
synthetic,experience_years,0.4302947521209717
synthetic,education_level,0.3909198045730591
synthetic,screening_score,0.6074990034103394
synthetic,negotiation,0.2898378372192383
synthetic,skills,0.2501717209815979
synthetic,gap_years,0.28876304626464844
synthetic,experience_years,0.1343836635351181
synthetic,education_level,0.16552500426769257
synthetic,screening_score,0.10498405247926712
synthetic,negotiation,0.08623708784580231
synthetic,skills,0.10278806835412979
synthetic,gap_years,0.08323238044977188
synthetic,experience_years,0.23375006020069122
synthetic,education_level,0.14310571551322937
synthetic,screening_score,0.36789849400520325
synthetic,negotiation,0.23477719724178314
synthetic,skills,0.382495641708374
synthetic,gap_years,0.20967072248458862
synthetic,experience_years,0.2700924277305603
synthetic,education_level,0.1360931098461151
synthetic,screening_score,0.22301079332828522
synthetic,negotiation,0.2378685623407364
synthetic,skills,0.2378685623407364
synthetic,gap_years,0.23851291835308075
synthetic,experience_years,0.45382723212242126
synthetic,education_level,0.3360476791858673
synthetic,screening_score,0.14649029076099396
synthetic,negotiation,0.3291015625
synthetic,skills,0.3062211573123932
synthetic,gap_years,0.2043030560016632
synthetic,experience_years,0.8886046409606934
synthetic,education_level,0.9139866828918457
synthetic,screening_score,0.9009198546409607
synthetic,negotiation,0.8869550228118896
synthetic,skills,0.8962567448616028
synthetic,gap_years,0.8760559558868408
synthetic,experience_years,0.2660209536552429
synthetic,education_level,0.334439218044281
synthetic,screening_score,0.13160566985607147
synthetic,negotiation,0.21227984130382538
synthetic,skills,0.1353733241558075
synthetic,gap_years,0.2091432362794876
synthetic,experience_years,0.5011885166168213
synthetic,education_level,0.3785279095172882
synthetic,screening_score,0.5263237357139587
synthetic,negotiation,0.49515318870544434
synthetic,skills,0.5936908721923828
synthetic,gap_years,0.5019422769546509
synthetic,experience_years,0.1751977801322937
synthetic,education_level,0.12737233936786652
synthetic,screening_score,0.07205116003751755
synthetic,negotiation,0.0562373585999012
synthetic,skills,0.06658809632062912
synthetic,gap_years,0.065451979637146
synthetic,experience_years,0.24169307947158813
synthetic,education_level,0.35790231823921204
synthetic,screening_score,0.2115987241268158
synthetic,negotiation,0.19675147533416748
synthetic,skills,0.30857643485069275
synthetic,gap_years,0.18516044318675995
synthetic,experience_years,0.14593243598937988
synthetic,education_level,0.08644670993089676
synthetic,screening_score,0.022088833153247833
synthetic,negotiation,0.11920266598463058
synthetic,skills,0.25232407450675964
synthetic,gap_years,0.1282091736793518
synthetic,experience_years,0.579651951789856
synthetic,education_level,0.3170331120491028
synthetic,screening_score,0.5910478234291077
synthetic,negotiation,0.43125680088996887
synthetic,skills,0.6345929503440857
synthetic,gap_years,0.450423002243042
synthetic,experience_years,0.1810196042060852
synthetic,education_level,0.21407784521579742
synthetic,screening_score,0.3861193060874939
synthetic,negotiation,0.15795089304447174
synthetic,skills,0.5500394105911255
synthetic,gap_years,0.16552019119262695
synthetic,experience_years,0.3471004366874695
synthetic,education_level,0.18989959359169006
synthetic,screening_score,0.31844213604927063
synthetic,negotiation,0.2743538022041321
synthetic,skills,0.611027717590332
synthetic,gap_years,0.27828672528266907
synthetic,experience_years,0.5466115474700928
synthetic,education_level,0.379652738571167
synthetic,screening_score,0.4770936667919159
synthetic,negotiation,0.47642555832862854
synthetic,skills,0.4402017593383789
synthetic,gap_years,0.48715734481811523
adult,hours-per-week,0.01870029605925083
adult,education-num,0.017413904890418053
adult,capital-gain,0.0012545777717605233
adult,capital-loss,0.011511892080307007
adult,hours-per-week,0.2645934820175171
adult,education-num,0.24463212490081787
adult,capital-gain,0.012754510156810284
adult,capital-loss,0.08944376558065414
adult,hours-per-week,0.00728179095312953
adult,education-num,0.008801111951470375
adult,capital-gain,0.0005150213837623596
adult,capital-loss,0.08737031370401382
adult,hours-per-week,0.010675858706235886
adult,education-num,0.009046206250786781
adult,capital-gain,0.000662654172629118
adult,capital-loss,0.005544156767427921
adult,hours-per-week,0.15169796347618103
adult,education-num,0.08005163818597794
adult,capital-gain,0.009768799878656864
adult,capital-loss,0.10218039900064468
adult,hours-per-week,0.017130739986896515
adult,education-num,0.005734064616262913
adult,capital-gain,0.0004131508176214993
adult,capital-loss,0.0030708659905940294
adult,hours-per-week,0.02758214995265007
adult,education-num,0.031737588346004486
adult,capital-gain,0.0016124362591654062
adult,capital-loss,0.013273338787257671
adult,hours-per-week,0.01050164457410574
adult,education-num,0.003624747972935438
adult,capital-gain,0.0003302906116005033
adult,capital-loss,0.0025429707020521164
adult,hours-per-week,0.0017323573119938374
adult,education-num,0.002923478838056326
adult,capital-gain,0.0003116471925750375
adult,capital-loss,0.0021516084671020508
adult,hours-per-week,0.0012456083204597235
adult,education-num,0.0014628696953877807
adult,capital-gain,0.00015735191118437797
adult,capital-loss,0.0010762197198346257
adult,hours-per-week,0.27782055735588074
adult,education-num,0.31169891357421875
adult,capital-gain,0.03152548894286156
adult,capital-loss,0.2195276916027069
adult,hours-per-week,0.03775588050484657
adult,education-num,0.048448968678712845
adult,capital-gain,0.0025469432584941387
adult,capital-loss,0.024403532966971397
adult,hours-per-week,0.013589057140052319
adult,education-num,0.006008267402648926
adult,capital-gain,0.0003756351361516863
adult,capital-loss,0.002836169907823205
adult,hours-per-week,0.005039242096245289
adult,education-num,0.009018263779580593
adult,capital-gain,0.0006822618888691068
adult,capital-loss,0.005062346812337637
adult,hours-per-week,0.4371270537376404
adult,education-num,0.4440043568611145
adult,capital-gain,0.0489734448492527
adult,capital-loss,0.3701101243495941
adult,hours-per-week,0.047472111880779266
adult,education-num,0.011420438066124916
adult,capital-gain,0.001007343060337007
adult,capital-loss,0.007720703259110451
adult,hours-per-week,0.0019171250751242042
adult,education-num,0.003049911931157112
adult,capital-gain,0.00025149760767817497
adult,capital-loss,0.0019948987755924463
adult,hours-per-week,0.4475422203540802
adult,education-num,0.4544510245323181
adult,capital-gain,0.056959159672260284
adult,capital-loss,0.3792164623737335
adult,hours-per-week,0.037696536630392075
adult,education-num,0.03368597850203514
adult,capital-gain,0.0024359840899705887
adult,capital-loss,0.024579528719186783
adult,hours-per-week,0.13826467096805573
adult,education-num,0.06967796385288239
adult,capital-gain,0.0032745120115578175
adult,capital-loss,0.02319137565791607
adult,hours-per-week,0.47251036763191223
adult,education-num,0.45853134989738464
adult,capital-gain,0.055656131356954575
adult,capital-loss,0.37881404161453247
adult,hours-per-week,0.006913446355611086
adult,education-num,0.009203441441059113
adult,capital-gain,0.0007564090192317963
adult,capital-loss,0.004911426454782486
adult,hours-per-week,0.02019129879772663
adult,education-num,0.007238679565489292
adult,capital-gain,0.0005222950130701065
adult,capital-loss,0.003879387630149722
adult,hours-per-week,0.012327132746577263
adult,education-num,0.0029488378204405308
adult,capital-gain,0.00030304043320938945
adult,capital-loss,0.002254033926874399
adult,hours-per-week,0.06691437214612961
adult,education-num,0.0659179762005806
adult,capital-gain,0.003290860913693905
adult,capital-loss,0.03410978242754936
adult,hours-per-week,0.06578505039215088
adult,education-num,0.021832073107361794
adult,capital-gain,0.0021274741739034653
adult,capital-loss,0.016148727387189865
adult,hours-per-week,0.21318185329437256
adult,education-num,0.45853134989738464
adult,capital-gain,0.055656131356954575
adult,capital-loss,0.37881404161453247
adult,hours-per-week,0.002333452459424734
adult,education-num,0.005646098870784044
adult,capital-gain,0.0004165435384493321
adult,capital-loss,0.0034557394683361053
adult,hours-per-week,0.0008809948340058327
adult,education-num,0.005646098870784044
adult,capital-gain,0.0004165435384493321
adult,capital-loss,0.0034557394683361053
adult,hours-per-week,0.032623983919620514
adult,education-num,0.012305266223847866
adult,capital-gain,0.0011018892982974648
adult,capital-loss,0.009017620235681534
adult,hours-per-week,0.048416610807180405
adult,education-num,0.32762184739112854
adult,capital-gain,0.02877524495124817
adult,capital-loss,0.2120433747768402
adult,hours-per-week,0.1248801127076149
adult,education-num,0.1988162100315094
adult,capital-gain,0.008740156888961792
adult,capital-loss,0.08039454370737076
adult,hours-per-week,0.03775588050484657
adult,education-num,0.04803014174103737
adult,capital-gain,0.0025238743983209133
adult,capital-loss,0.024187298491597176
adult,hours-per-week,0.030750570818781853
adult,education-num,0.010346646420657635
adult,capital-gain,0.000805473595391959
adult,capital-loss,0.006605905015021563
adult,hours-per-week,0.028842011466622353
adult,education-num,0.01680569536983967
adult,capital-gain,0.0008214625413529575
adult,capital-loss,0.005540900398045778
adult,hours-per-week,0.02774692326784134
adult,education-num,0.011775301769375801
adult,capital-gain,0.0009502635803073645
adult,capital-loss,0.007010487373918295
adult,hours-per-week,0.4313618838787079
adult,education-num,0.4371270537376404
adult,capital-gain,0.04789195954799652
adult,capital-loss,0.3565276861190796
adult,hours-per-week,0.4620892405509949
adult,education-num,0.46477577090263367
adult,capital-gain,0.056991543620824814
adult,capital-loss,0.384744256734848
adult,hours-per-week,0.2645934820175171
adult,education-num,0.258635550737381
adult,capital-gain,0.013725798577070236
adult,capital-loss,0.0956890657544136
adult,hours-per-week,0.017673132941126823
adult,education-num,0.007035447284579277
adult,capital-gain,0.0005075347144156694
adult,capital-loss,0.003770112060010433
adult,hours-per-week,0.05727316439151764
adult,education-num,0.015814686194062233
adult,capital-gain,0.00174551026429981
adult,capital-loss,0.011679082177579403
adult,hours-per-week,0.4191235601902008
adult,education-num,0.37752801179885864
adult,capital-gain,0.0483095608651638
adult,capital-loss,0.35236918926239014
adult,hours-per-week,0.01954340562224388
adult,education-num,0.008283262141048908
adult,capital-gain,0.000513122882694006
adult,capital-loss,0.0038898398634046316
adult,hours-per-week,0.042639557272195816
adult,education-num,0.012116333469748497
adult,capital-gain,0.0012650808785110712
adult,capital-loss,0.008939082734286785
adult,hours-per-week,0.15788568556308746
adult,education-num,0.312432199716568
adult,capital-gain,0.03322343900799751
adult,capital-loss,0.25133880972862244
adult,hours-per-week,0.009545472450554371
adult,education-num,0.010173896327614784
adult,capital-gain,0.0006741234101355076
adult,capital-loss,0.006460202392190695
adult,hours-per-week,0.06792441755533218
adult,education-num,0.27639085054397583
adult,capital-gain,0.030522583052515984
adult,capital-loss,0.23991382122039795
adult,hours-per-week,0.06599486619234085
adult,education-num,0.019561124965548515
adult,capital-gain,0.0018163413042202592
adult,capital-loss,0.01446022093296051
adult,hours-per-week,0.2601916491985321
adult,education-num,0.343741238117218
adult,capital-gain,0.023369785398244858
adult,capital-loss,0.1837858110666275
adult,hours-per-week,0.4085090458393097
adult,education-num,0.41112220287323
adult,capital-gain,0.052447784692049026
adult,capital-loss,0.33530163764953613
adult,hours-per-week,0.015009291470050812
adult,education-num,0.013024271465837955
adult,capital-gain,0.0008167178020812571
adult,capital-loss,0.007943655364215374
adult,hours-per-week,0.16194768249988556
adult,education-num,0.05603078380227089
adult,capital-gain,0.00497036287561059
adult,capital-loss,0.04583124816417694
adult,hours-per-week,0.0048342179507017136
adult,education-num,0.005068765487521887
adult,capital-gain,0.00038130447501316667
adult,capital-loss,0.003164202207699418
adult,hours-per-week,0.014212782494723797
adult,education-num,0.0037309511099010706
adult,capital-gain,0.00034000055165961385
adult,capital-loss,0.002617561724036932
adult,hours-per-week,0.3161982297897339
adult,education-num,0.4371270537376404
adult,capital-gain,0.04789195954799652
adult,capital-loss,0.3565276861190796
adult,hours-per-week,0.06606338173151016
adult,education-num,0.015814686194062233
adult,capital-gain,0.00174551026429981
adult,capital-loss,0.011679082177579403
adult,hours-per-week,0.0011460100067779422
adult,education-num,0.0053116935305297375
adult,capital-gain,0.000496433291118592
adult,capital-loss,0.0036235065199434757
adult,hours-per-week,0.5211032032966614
adult,education-num,0.3946532905101776
adult,capital-gain,0.01883065328001976
adult,capital-loss,0.3129732012748718
adult,hours-per-week,0.1036197617650032
adult,education-num,0.08843537420034409
adult,capital-gain,0.005406725686043501
adult,capital-loss,0.05546511709690094
adult,hours-per-week,0.36331307888031006
adult,education-num,0.4096643328666687
adult,capital-gain,0.033571965992450714
adult,capital-loss,0.26601123809814453
adult,hours-per-week,0.0018019309500232339
adult,education-num,0.001286467770114541
adult,capital-gain,0.0001304141478613019
adult,capital-loss,0.0008283818024210632
adult,hours-per-week,0.46648740768432617
adult,education-num,0.292207807302475
adult,capital-gain,0.03612518683075905
adult,capital-loss,0.230378195643425
adult,hours-per-week,0.41705042123794556
adult,education-num,0.4196794331073761
adult,capital-gain,0.05082305520772934
adult,capital-loss,0.34244483709335327
adult,hours-per-week,0.02067856304347515
adult,education-num,0.006551561877131462
adult,capital-gain,0.0006014273385517299
adult,capital-loss,0.004826424643397331
adult,hours-per-week,0.030295059084892273
adult,education-num,0.02704981155693531
adult,capital-gain,0.00204690033569932
adult,capital-loss,0.020401151850819588
adult,hours-per-week,0.0043104966171085835
adult,education-num,0.017453717067837715
adult,capital-gain,0.0009075228590518236
adult,capital-loss,0.006181877572089434
adult,hours-per-week,0.009040223434567451
adult,education-num,0.009046206250786781
adult,capital-gain,0.000662654172629118
adult,capital-loss,0.005544156767427921
adult,hours-per-week,0.0021733802277594805
adult,education-num,0.0017433936009183526
adult,capital-gain,0.700089693069458
adult,capital-loss,0.0008082626736722887
adult,hours-per-week,0.14127664268016815
adult,education-num,0.38519546389579773
adult,capital-gain,0.04433180019259453
adult,capital-loss,0.3109070360660553
adult,hours-per-week,0.03699271380901337
adult,education-num,0.009022291749715805
adult,capital-gain,0.000805473595391959
adult,capital-loss,0.006605905015021563
adult,hours-per-week,0.032171785831451416
adult,education-num,0.009023156948387623
adult,capital-gain,0.0007131718448363245
adult,capital-loss,0.00548472348600626
adult,hours-per-week,0.2672099471092224
adult,education-num,0.2563799321651459
adult,capital-gain,0.01292440202087164
adult,capital-loss,0.09054148942232132
adult,hours-per-week,0.0443696454167366
adult,education-num,0.0521455816924572
adult,capital-gain,0.9876598715782166
adult,capital-loss,0.03444945067167282
adult,hours-per-week,0.036706164479255676
adult,education-num,0.046708621084690094
adult,capital-gain,0.0024512072559446096
adult,capital-loss,0.023505600169301033
adult,hours-per-week,0.3993542194366455
adult,education-num,0.4620892405509949
adult,capital-gain,0.04706164076924324
adult,capital-loss,0.32614314556121826
adult,hours-per-week,0.027846721932291985
adult,education-num,0.026130681857466698
adult,capital-gain,0.001588195562362671
adult,capital-loss,0.016893083229660988
adult,hours-per-week,0.24007770419120789
adult,education-num,0.2024238109588623
adult,capital-gain,0.0110207200050354
adult,capital-loss,0.06922764331102371
adult,hours-per-week,0.005113525316119194
adult,education-num,0.005646098870784044
adult,capital-gain,0.0004165435384493321
adult,capital-loss,0.0034557394683361053
adult,hours-per-week,0.03828927502036095
adult,education-num,0.04912570118904114
adult,capital-gain,0.0025842622853815556
adult,capital-loss,0.02475314773619175
adult,hours-per-week,0.03391803428530693
adult,education-num,0.2200881689786911
adult,capital-gain,0.013370972126722336
adult,capital-loss,0.11030708998441696
adult,hours-per-week,0.019872887060046196
adult,education-num,0.010004215873777866
adult,capital-gain,0.0006551166879944503
adult,capital-loss,0.0043053836561739445
adult,hours-per-week,0.11695470660924911
